Campaign;Closing Date;Application;Application Status;Technology;Production Risk;Adaptability Risk;Software Complexity;Technical Debt;Lines of Code;BackFired Function Points
201501;01/30/2015;O2;complete;Java;6.368610568246994;24.490845292105636;29.77014757576289;1.231782230432E7;435856;4843.0;;;;;;;;;;;;;;;
201501;01/30/2015;O2;complete;JavaScript;47.766192831221296;69.78003110730765;40.435843989499496;255699.42812;7981;89.0;;;;;;;;;;;;;;;
201502;02/26/2015;OMER;complete;JavaScript;41.445226138903124;60.95217014670816;32.382420582349596;887172.8072944197;31330;348.0;;;;;;;;;;;;;;;
201502;02/26/2015;OMER;complete;PHP;18.389515789032256;41.01285107632966;27.777270603848063;4169035.992943498;294803;3103.0;;;;;;;;;;;;;;;
201502;02/26/2015;OMER;complete;Pl/Sql;0.0;31.622776837291838;0.0;87.17785990896448;11;0.0;;;;;;;;;;;;;;;
201502;02/26/2015;BsurI;complete;JavaScript;57.79991786234871;68.40053518097072;38.5955867253053;206583.5181041336;7800;87.0;;;;;;;;;;;;;;;
201502;02/26/2015;BsurI;complete;PHP;22.604533066541418;40.8919203702106;48.868781901572476;949070.1327212566;55417;583.0;;;;;;;;;;;;;;;
201402;02/27/2014;PROTECA;complete;JavaScript;23.137708052519503;55.78865162444783;31.301725018439804;160967.8488;5064;56.0;;;;;;;;;;;;;;;
201402;02/27/2014;PROTECA;complete;PHP;10.540925661515622;42.80392505226404;11.979921635043468;45778.63307999999;5116;54.0;;;;;;;;;;;;;;;
201402;02/27/2014;OTL;ongoing;PHP;0.0;36.51483811920964;0.0;833.8436693250032;199;2.0;;;;;;;;;;;;;;;
201402;02/27/2014;Extranet Filière;complete;JavaScript;45.07601457015735;60.3730444344625;38.97573944953901;524258.0431;16493;183.0;;;;;;;;;;;;;;;
201402;02/27/2014;Extranet Filière;complete;PHP;13.276715766845438;40.641049735941834;17.56344447107806;166229.69636;19348;204.0;;;;;;;;;;;;;;;
201402;02/27/2014;OMER;complete;JavaScript;39.67540744471324;61.95451636273318;32.70821917062424;770689.0823964514;26953;299.0;;;;;;;;;;;;;;;
201402;02/27/2014;OMER;complete;PHP;17.66562881594525;40.749474712215836;26.08081291338914;2154933.1456019725;215628;2270.0;;;;;;;;;;;;;;;
201402;02/27/2014;OMER;complete;Pl/Sql;18.25741905960482;39.79112103805469;0.0;6585.89105312268;831;14.0;;;;;;;;;;;;;;;
201402;02/27/2014;BsurI;complete;JavaScript;57.29705582905643;68.05578994602487;38.20442743558058;203744.4126874853;7688;85.0;;;;;;;;;;;;;;;
201402;02/27/2014;BsurI;complete;PHP;23.674144541653664;40.84855704122808;48.60854558381168;908721.2207205133;53347;562.0;;;;;;;;;;;;;;;
